stage,param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time,epochs
5,10,"{'num_layers': 2, 'units_per_layer': 121, 'activation': 'relu', 'learning_rate': 0.00029428375325636413, 'batch_size': 32, 'dropout_rate': 0.2652556720823351, 'l2_reg_strength': 0.0027477846359882214}",successive_halving,0.26146324288845063,0.31571136140823364,91.8,90.0,12.813721179962158,11999.992468357086,10
5,11,"{'num_layers': 2, 'units_per_layer': 98, 'activation': 'tanh', 'learning_rate': 0.2810018298366101, 'batch_size': 128, 'dropout_rate': 0.07199398025331277, 'l2_reg_strength': 0.0008131295365465182}",successive_halving,0.17843547070026397,0.31898339080810545,95.0,90.2,10.313337802886963,12010.305806159973,10
5,12,"{'num_layers': 1, 'units_per_layer': 102, 'activation': 'relu', 'learning_rate': 0.039926473284266926, 'batch_size': 16, 'dropout_rate': 0.17725752902862268, 'l2_reg_strength': 2.728840733532998e-05}",successive_halving,0.20850527399778365,0.30988074910640717,93.43333333333334,90.4,14.785861730575562,12025.091667890549,10
5,13,"{'num_layers': 1, 'units_per_layer': 85, 'activation': 'tanh', 'learning_rate': 0.0011469551498095591, 'batch_size': 64, 'dropout_rate': 0.05524298998780122, 'l2_reg_strength': 0.00028170784793853034}",successive_halving,0.17791730149586996,0.30294533920288086,95.2,91.0,10.677552700042725,12035.769220590591,10
5,14,"{'num_layers': 3, 'units_per_layer': 97, 'activation': 'tanh', 'learning_rate': 0.0005121880185682044, 'batch_size': 128, 'dropout_rate': 0.111951852299362, 'l2_reg_strength': 2.1041035540565012e-05}",successive_halving,0.17371501314640045,0.3504721851348877,95.0,89.8,9.486982345581055,12045.256202936172,10
5,15,"{'num_layers': 1, 'units_per_layer': 100, 'activation': 'tanh', 'learning_rate': 0.00683572819104576, 'batch_size': 64, 'dropout_rate': 0.18802280544905048, 'l2_reg_strength': 3.3668583780875915e-07}",successive_halving,0.17930147822697956,0.31825603532791136,95.16666666666667,90.2,10.653319835662842,12055.909522771835,10
5,16,"{'num_layers': 3, 'units_per_layer': 108, 'activation': 'tanh', 'learning_rate': 0.0002345994091450985, 'batch_size': 128, 'dropout_rate': 0.16998325594150202, 'l2_reg_strength': 1.1525852489069164e-05}",successive_halving,0.19481990444660185,0.3018452327251434,93.73333333333333,90.8,10.48356318473816,12066.393085956573,10
5,17,"{'num_layers': 1, 'units_per_layer': 69, 'activation': 'tanh', 'learning_rate': 0.00020702055467561144, 'batch_size': 32, 'dropout_rate': 0.13699433175926695, 'l2_reg_strength': 0.00428705344623333}",successive_halving,0.19026642338434854,0.31221579456329346,94.9,89.8,11.631871938705444,12078.024957895279,10
5,18,"{'num_layers': 1, 'units_per_layer': 117, 'activation': 'tanh', 'learning_rate': 0.07375137852467441, 'batch_size': 64, 'dropout_rate': 0.3228338987276133, 'l2_reg_strength': 4.8977966707824746e-06}",successive_halving,0.21652259027957915,0.3151682825088501,93.83333333333333,89.8,10.327335357666016,12088.352293252945,10
5,19,"{'num_layers': 1, 'units_per_layer': 73, 'activation': 'tanh', 'learning_rate': 0.0003510455976350329, 'batch_size': 32, 'dropout_rate': 0.18407356036225891, 'l2_reg_strength': 1.1855014767764781e-05}",successive_halving,0.17947815509637197,0.3220724754333496,95.53333333333333,90.8,10.981826305389404,12099.334119558334,10
